fid,name,description,ratingCount,ratingValue,contentRating,genre,keywords,duration,datePublished,actor,director,image
7430722,War,"Kabir, a secret agent, goes rogue after a mission to catch a terrorist goes awry. However, his boss sends Khalid, another agent and his student, to track him down.",34578,6.5,,"Action,Adventure,Thriller","yrf spy universe,shootout,spy,betrayal,mentor protege relationship",9060,2019-10-02,"Hrithik Roshan,Tiger Shroff,Vaani Kapoor",Siddharth Anand,https://m.media-amazon.com/images/M/MV5BZGI0ZGQ3MTQtYjllYy00MTkyLTg4ZWUtOTc1MmI2ZDE4OTYyXkEyXkFqcGc@._V1_.jpg
3148502,Tamasha,"A boy meets a girl, in Corsica. They decide not to reveal their real name or personality.",33552,7.4,Not Rated,"Comedy,Drama,Romance","adolescent,manic pixie dream girl,coffee date",8340,2015-11-27,"Deepika Padukone,Ranbir Kapoor,Piyush Mishra",Imtiaz Ali,https://m.media-amazon.com/images/M/MV5BMzg4NzE4NDMtMGNmOC00MTc1LTk2NTItMmFlMjNjMDgxN2Y5XkEyXkFqcGc@._V1_.jpg
56264,Mutiny on the Bounty,"In 1787, British ship Bounty leaves Portsmouth to bring a cargo of bread-fruit from Tahiti, but the savage on-board conditions imposed by Captain Bligh trigger a mutiny led by first officer Fletcher Christian.",18349,7.2,Approved,"Adventure,Drama,History","mutiny,south seas,flogging,based on novel,insubordination",10680,1962-11-08,"Marlon Brando,Trevor Howard,Richard Harris","Lewis Milestone,Carol Reed,George Seaton",https://m.media-amazon.com/images/M/MV5BZDU4YTc4YjUtNTAyNC00MDM2LTg4M2UtZTdkZjRiYThjY2RlXkEyXkFqcGc@._V1_.jpg
5648882,The Burial,"Inspired by true events, a lawyer helps a funeral home owner save his family business from a corporate behemoth, exposing a complex web of race, power, and injustice.",38165,7.1,R,Drama,"docudrama drama,legal drama,settlement offer,small business owner,yacht",7560,2023-10-13,"Jamie Foxx,Tommy Lee Jones,Jurnee Smollett",Maggie Betts,https://m.media-amazon.com/images/M/MV5BNDNjZDY4OTMtZjM1Ni00OGYwLWE2NDItYzk1ZWYzYTgyYWNiXkEyXkFqcGc@._V1_.jpg
110428,The Madness of King George,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.",18832,7.2,PG-13,"Biography,Comedy,Drama","king of england,aristocracy,defecation,colonialism,man wears a nightcap",6600,1994-12-28,"Nigel Hawthorne,Helen Mirren,Rupert Graves",Nicholas Hytner,https://m.media-amazon.com/images/M/MV5BOWYyMDcyZDUtMzQ0ZC00ZDllLWI1MTMtZjM0M2I5N2JhNDgzXkEyXkFqcGc@._V1_.jpg
1620935,Bleed for This,"The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sports' most incredible comebacks.",31642,6.8,R,"Biography,Drama,Sport","boxing,comeback,broken neck,rhode island,las vegas nevada",7020,2016-11-18,"Miles Teller,Aaron Eckhart,Katey Sagal",Ben Younger,https://m.media-amazon.com/images/M/MV5BMjAwNzgyNTUxMF5BMl5BanBnXkFtZTgwNzc0ODc1OTE@._V1_.jpg
418773,Junebug,"A dealer in ""outsider"" art travels from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of this middle class Southern home.",23611,6.9,R,"Comedy,Drama","dysfunctional family,estranged family,favorite child,sex,north carolina",6360,2005-09-16,"Embeth Davidtz,Alessandro Nivola,David Kuhn",Phil Morrison,https://m.media-amazon.com/images/M/MV5BNWEzM2Y0ZWEtODZkMC00N2M1LTljNDctMzMxYzE0NzUyZDliXkEyXkFqcGc@._V1_.jpg
318974,The Alamo,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.",22677,6.1,PG-13,"Drama,History,War","1830s,mexican,standoff,bowie knife,bayonet charge",8220,2004-04-09,"Dennis Quaid,Billy Bob Thornton,Emilio Echevarría",John Lee Hancock,https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_.jpg
1989475,Chained,A young man held prisoner by a cab-driving serial killer must make a life or death choice between following in his captor's footsteps or breaking free.,21824,6.4,R,"Crime,Drama,Horror","serial killer,isolated house,traumatic childhood experience,childhood trauma,first sexual experience",5640,2013-07-18,"Vincent D'Onofrio,Eamon Farren,Evan Bird",Jennifer Lynch,https://m.media-amazon.com/images/M/MV5BMDM4OGRlZWUtODViYS00ZmNhLTgxMDMtMmFiMTFiMDEzMjdjXkEyXkFqcGc@._V1_.jpg
120866,Titus,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family.",21707,7.1,R,"Drama,History,Thriller","title directed by female,male frontal nudity,male pubic hair,male nudity,brother brother relationship",9720,2000-02-11,"Anthony Hopkins,Jessica Lange,Osheen Jones",Julie Taymor,https://m.media-amazon.com/images/M/MV5BNWUwZTY1ODAtZDY1ZS00YTJmLThkY2UtNDU1NjA4OTcxNThlXkEyXkFqcGc@._V1_.jpg
12788488,Deadstream,"A disgraced internet personality attempts to win back his followers by livestreaming one night alone in a haunted house. But when he accidentally upsets a vengeful spirit, his big comeback event becomes a real-time fight for his l...",19796,6.4,Not Rated,"Comedy,Horror","internet personality,found footage horror,spend the night at a haunted place,found footage,streamer",5220,2022-10-06,"Joseph Winter,Melanie Stone,Jason K. Wixom","Joseph Winter,Vanessa Winter",https://m.media-amazon.com/images/M/MV5BN2UzMzc3ZmYtNTIyMi00OTc2LTkzZTYtNWQ5NjIyMDljMTFhXkEyXkFqcGc@._V1_.jpg
3838992,Yoga Hosers,Two teenage yoga enthusiasts must do battle with an evil presence that is threatening to rise from its underground lair and endanger their major party plans.,15866,4.3,C16,"Action,Comedy,Horror","yoga,disgruntled customer,female friendship,second part,playing drums",5280,2016-07-08,"Lily-Rose Depp,Harley Quinn Smith,Johnny Depp",Kevin Smith,https://m.media-amazon.com/images/M/MV5BMTU0MjUzMDc3Ml5BMl5BanBnXkFtZTgwNjg5NjYwOTE@._V1_.jpg
80040,Tourist Trap,A group of young friends stranded at a secluded roadside museum are stalked by a masked assailant who uses his telekinetic powers to control the attraction's mannequins.,13683,6.0,PG,Horror,"mannequin,mask,skinny dipping,slasher,violence",5400,1979-03-16,"Chuck Connors,Jocelyn Jones,Jon Van Ness",David Schmoeller,https://m.media-amazon.com/images/M/MV5BMzc0YTMwNTMtODZhMi00MjMzLWI4MzctZDZiZmIzZTg5MWY2XkEyXkFqcGc@._V1_.jpg
8485364,The Room,"Matt and Kate buy an isolated house. While moving, they discover a strange room that grants them an unlimited number of material wishes. But since Kate has had two miscarriages, what they long for the most is a child.",24686,6.0,C18,"Drama,Fantasy,Horror","secluded house,miscarriage,incest,secret room,isolated house",6000,2020-02-07,"Olga Kurylenko,Kevin Janssens,Joshua Wilson",Christian Volckman,https://m.media-amazon.com/images/M/MV5BNWQ3MjIyOGEtZGU0ZC00MDI5LWFmOGEtZTlkZGQ2ODQzYzJiXkEyXkFqcGc@._V1_.jpg
5164772,The Day Will Come When You Won't Be,"Having been brutally overpowered by Negan and his Saviors, Rick and the group kneel helplessly as they suffer heavy losses that will haunt them forever.",46311,9.2,TV-MA,"Drama,Horror,Thriller","close up of eyes,death of loved one,beaten to death,eeny meeny miny moe,nonlinear timeline",2760,2016-10-23,"Andrew Lincoln,Norman Reedus,Steven Yeun",Greg Nicotero,https://m.media-amazon.com/images/M/MV5BZTc3M2UxNWMtNjJiZC00MWIyLWFiZjgtY2JkNDMxNWUzZGQwXkEyXkFqcGc@._V1_.jpg
12187284,What I Know,"Becca shows up on Butcher's doorstep and begs for his help. The Boys agree to back Butcher, and together with Starlight, they finally face off against Homelander and Stormfront. But things go very bad, very fast.",24190,9.4,TV-MA,"Action,Comedy,Crime","vigilante group,corrupted superhero,season finale,male masturbation,masturbation",4020,2020-10-09,"Karl Urban,Jack Quaid,Antony Starr",Alex Graves,https://m.media-amazon.com/images/M/MV5BZDMyZDU2ZWQtY2RiYy00ZjFlLThlNWEtOGQ3ODBlYjI2OTdjXkEyXkFqcGc@._V1_.jpg
8633464,After Yang,"In a near future, a family reckons with questions of love, connection, and loss after their A.I. helper unexpectedly breaks down.",24199,6.6,PG,"Drama,Sci-Fi","husband wife relationship,android,futuristic,advanced technology,adopted child",5760,2022-03-04,"Colin Farrell,Jodie Turner-Smith,Malea Emma Tjandrawidjaja",Kogonada,https://m.media-amazon.com/images/M/MV5BMWM2MDBkMTQtYWUxNS00NmI3LTg2ZGUtNjI4MzdiM2U1NTYwXkEyXkFqcGc@._V1_.jpg
106064,Mighty Morphin Power Rangers,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",25178,6.6,TV-Y7,"Action,Adventure,Family","sentai adaptation,shared universe,time travel,flying car,teleport",,1993-08-28,"David Yost,Richard Steven Horvitz,Ed Neil",,https://m.media-amazon.com/images/M/MV5BYmM5YWIzMDMtYWZkYS00MGFjLThlNDgtN2ZjNDE0ZjA1OWYwXkEyXkFqcGc@._V1_.jpg
337697,The Prince & Me,"At college Paige meets Eddie, a student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.",42310,5.9,PG,"Comedy,Family,Romance","shorthaired girl,masculine woman,chick flick,student,school",6660,2004-04-02,"Julia Stiles,Luke Mably,Miranda Richardson",Martha Coolidge,https://m.media-amazon.com/images/M/MV5BZWQ4YTlkMTctNGQyYi00ZDYyLTg4MzItMmQ0MzJhYWQ3MTk2XkEyXkFqcGc@._V1_.jpg
4964788,Todos lo saben,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.",38888,6.9,R,"Crime,Drama,Mystery","family secret,kidnapping,tied feet,bell tower,pigeon",7980,2018-05-09,"Penélope Cruz,Javier Bardem,Ricardo Darín",Asghar Farhadi,https://m.media-amazon.com/images/M/MV5BNzMwNDQwNjc4N15BMl5BanBnXkFtZTgwMDM3OTY3NjM@._V1_.jpg
266425,Conspiracy,"At the Wannsee Conference on January 20, 1942, senior Nazi officials meet to determine the manner in which the so-called ""Final Solution to the Jewish Question"" can be best implemented.",26157,7.6,R,"Biography,Drama,History","holocaust,ss,based on true story,nazi officer,mass murder",5760,2001-05-19,"Clare Bullus,Stanley Tucci,Simon Markey",Frank Pierson,https://m.media-amazon.com/images/M/MV5BY2Y0NTU4MTUtMTMyOC00MDk5LTg3ODMtY2Q4ZjAwNGYzN2IyXkEyXkFqcGc@._V1_.jpg
44916,Monkey Business,A chemist finds his personal and professional life turned upside down when one of his chimpanzees finds the fountain of youth.,15832,6.9,Approved,"Comedy,Sci-Fi","chimpanzee,age regression,husband wife relationship,chemist,monkey",5820,1952-09-05,"Cary Grant,Ginger Rogers,Marilyn Monroe",Howard Hawks,https://m.media-amazon.com/images/M/MV5BMWY1ZTgzMGYtMWQyOC00NDE5LWJiNTQtM2M1ZTdiZTI1MjhiXkEyXkFqcGc@._V1_.jpg
105958,Boy Meets World,An adolescent with two siblings tests his various theories about life as he endures the trials of growing up alongside a good friend.,47463,8.1,TV-PG,"Comedy,Drama,Family","male protagonist,teenage boy,best friend,middle school,sitcom comedy",,1993-09-24,"Ben Savage,Rider Strong,William Daniels",,https://m.media-amazon.com/images/M/MV5BMTkyMjAyNzAxNl5BMl5BanBnXkFtZTcwNjk1MDk5NA@@._V1_.jpg
389564,The 4400,"As the reappearance of 4,400 missing persons on a single day confounds the global community, federal agents on the case slowly discover the ways in which the victims have been changed.",47338,7.3,TV-14,"Drama,Mystery,Sci-Fi","2000s,police,surrealism,psychotronic series,fictional drug",,2004-07-11,"Jacqueline McKenzie,Joel Gretsch,Patrick John Flueger",,https://m.media-amazon.com/images/M/MV5BNjU5NDgxYmEtZjgzMy00Nzc1LWE5ZDMtZjFhMzZlNTFjZjdlXkEyXkFqcGc@._V1_.jpg
66993,The Devils,"In 17th-century France, Father Urbain Grandier's protection of the city of Loudun from the corrupt Cardinal Richelieu is undermined by a sexually repressed nun's accusation of witchcraft.",19351,7.7,C18,"Biography,Drama,History","priest,17th century,religion,france,nun",6660,1971-07-16,"Vanessa Redgrave,Oliver Reed,Dudley Sutton",Ken Russell,https://m.media-amazon.com/images/M/MV5BYjQzYzFmNmUtMWVkNS00MmU1LTkyMzUtYzhmNjIwM2ZjOWZmXkEyXkFqcGc@._V1_.jpg
1683084,Box Cutter,"Walt and Jesse are held captive by Gus, after Gale's death. Meanwhile, Skyler tries to find out what happened to Walt.",31854,9.2,TV-14,"Crime,Drama,Thriller","box cutter,taxi,payphone,oil drum,death of recurring character",2820,2011-07-17,"Bryan Cranston,Anna Gunn,Aaron Paul",Adam Bernstein,https://m.media-amazon.com/images/M/MV5BMjI2Mjg2MjEzNl5BMl5BanBnXkFtZTcwMTg2NTY3NQ@@._V1_.jpg
5001718,"Everything, Everything",A teenager who's spent her whole life confined to her home falls for the boy next door.,43269,6.3,PG-13,"Drama,Romance","black teen,immune disorder,disease,new neighbor,nurse",5760,2017-05-19,"Amandla Stenberg,Nick Robinson,Anika Noni Rose",Stella Meghie,https://m.media-amazon.com/images/M/MV5BMjAzMTE1NzQxNF5BMl5BanBnXkFtZTgwNjcwODY3MTI@._V1_.jpg
41154,Banshun,"Several people try to talk 27-year-old Noriko into marrying, but all she wants is to keep on caring for her widowed father.",19985,8.2,Not Rated,"Comedy,Drama","father daughter relationship,kamakura japan,widower,marriage,japanese culture",6600,1949-09-13,"Chishû Ryû,Setsuko Hara,Yumeji Tsukioka",Yasujirô Ozu,https://m.media-amazon.com/images/M/MV5BOTAxZjZhOTctY2E1Yi00MTFmLWEzOWEtZGNhYzkwNjdiZTYyXkEyXkFqcGc@._V1_.jpg
116130,Down Periscope,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",27701,6.2,PG-13,Comedy,"cook,electrician,sonar operator,female naval officer,chase",5520,1996-03-01,"Kelsey Grammer,Lauren Holly,Rob Schneider",David S. Ward,https://m.media-amazon.com/images/M/MV5BZGEyMTczZjktMTVkNC00Zjg3LTljOWQtNjQ1NjY0YWZjYjM0XkEyXkFqcGc@._V1_.jpg
473753,Angel-A,A beautiful woman helps an inept scam artist get his game together.,36200,7.0,R,"Comedy,Drama,Fantasy","blonde,prostitute,seine,money,olive oil",5460,2005-12-21,"Rie Rasmussen,Jamel Debbouze,Gilbert Melki",Luc Besson,https://m.media-amazon.com/images/M/MV5BZDRkY2FiM2UtNzA5OS00NGQ3LTk2NjktZjE1MTIzMDE5YjgzXkEyXkFqcGc@._V1_.jpg
831884,Reservation Road,The lives of two families change forever after a fatal tragedy takes place on Reservation Road.,25419,6.6,R,"Crime,Drama,Thriller","downward spiral,red sox,investigation,baseball,accident",6120,2008-06-19,"Joaquin Phoenix,Mark Ruffalo,Jennifer Connelly",Terry George,https://m.media-amazon.com/images/M/MV5BNzBhMzAyNDktNGFkNS00YzExLWJmODItMWVhNWJkZDZmNDgzXkEyXkFqcGc@._V1_.jpg
326905,The Great Raid,"Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.",24243,6.6,R,"Action,Drama,War","philippines,rescue mission,japanese army,prisoner of war camp,u.s. army",7920,2005-08-12,"Benjamin Bratt,Joseph Fiennes,James Franco",John Dahl,https://m.media-amazon.com/images/M/MV5BMjExMTEzODI3Nl5BMl5BanBnXkFtZTcwNjA1NzAzMQ@@._V1_.jpg
3702652,The Other Side of the Door,"After her young son is killed in a tragic accident, a woman learns of a ritual which will bring him back to say goodbye, but when she disobeys a sacred warning, she upsets the balance between life and death.",19742,5.3,R,"Horror,Thriller","shaman,india,ghost,death of son,temple",5760,2016-03-04,"Sarah Wayne Callies,Jeremy Sisto,Sofia Rosinsky",Johannes Roberts,https://m.media-amazon.com/images/M/MV5BMjE2MTk4NzkzOF5BMl5BanBnXkFtZTgwNjk3OTAyODE@._V1_.jpg
4326894,F Is for Family,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",42235,8.0,TV-MA,"Animation,Comedy,Drama","1970s,middle class,gross out comedy,drowning,political satire",,2015-12-18,"Bill Burr,Laura Dern,Justin Long",,https://m.media-amazon.com/images/M/MV5BMTI1YTZiMTItOGM1NC00ZTAzLTk2MTgtMmVmYjQ5NWRhNDk0XkEyXkFqcGc@._V1_.jpg
2402105,Dom Hemingway,"After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed.",27818,6.1,R,"Comedy,Crime,Drama","male frontal nudity,hairy chested male,sex scene,male nudity,nudity",5580,2013-11-15,"Jude Law,Richard E. Grant,Demián Bichir",Richard Shepard,https://m.media-amazon.com/images/M/MV5BZDAwZjBiNWQtYjUwYS00Y2YyLWIwYWMtZDkyOTZjYTE3NGNmXkEyXkFqcGc@._V1_.jpg
1833844,Berberian Sound Studio,A sound engineer's work for an Italian horror studio becomes a terrifying case of life imitating art.,17821,6.2,Not Rated,"Drama,Horror,Thriller","foley artist,sound recordist,sound recording,movie studio,casting couch",5520,2012-08-31,"Toby Jones,Antonio Mancino,Guido Adorni",Peter Strickland,https://m.media-amazon.com/images/M/MV5BMTEzMzI3OTM4MDleQTJeQWpwZ15BbWU3MDgyNDAzNTk@._V1_.jpg
11274492,The Out-Laws,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",38626,5.4,R,"Action,Comedy,Crime","team action,gun,handgun,rom com,love",5700,2023-07-07,"Adam Devine,Pierce Brosnan,Ellen Barkin",Tyler Spindel,https://m.media-amazon.com/images/M/MV5BMDZmMTczYTgtYzA5MS00ODI5LTk0OWYtYzlkN2ZlYTJjNzBhXkEyXkFqcGc@._V1_.jpg
10582302,Adrift,Galadriel finds a new ally. Elrond faces a cold reception from an old friend. Nori endeavors to help a Stranger. Arondir searches for answers while Bronwyn warns her people of a threat.,54985,7.3,TV-14,"Action,Adventure,Drama",,4020,2022-09-01,"Morfydd Clark,Markella Kavenagh,Daniel Weyman",J.A. Bayona,https://m.media-amazon.com/images/M/MV5BNzBhZWFjNTQtNTJmMi00ODJjLWI0ZGYtNmQ0ZWZhYzg3Y2UyXkEyXkFqcGc@._V1_.jpg
104839,Medicine Man,"In the beautiful and dangerous Amazon rainforest, dissimilar people must make their choices between business, science, and love.",25173,6.0,PG-13,"Adventure,Drama,Romance","jungle,environmental issue,indigenous people,aerial camera shot,scene during opening credits",6360,1992-02-07,"Sean Connery,Lorraine Bracco,José Wilker",John McTiernan,https://m.media-amazon.com/images/M/MV5BYmU0NDc3N2QtMDkwYy00NTdkLTg5NzgtZjQ5MThjOTUyOWNjXkEyXkFqcGc@._V1_.jpg
283026,Swimfan,A high school senior with a promising swimming career has a one-night stand with consequences.,21574,5.1,PG-13,"Drama,Thriller","borderline personality disorder,sexual obsession,speedo,love triangle,swimming pool",5100,2002-09-06,"Jesse Bradford,Erika Christensen,Shiri Appleby",John Polson,https://m.media-amazon.com/images/M/MV5BZjgwNWFkOGMtM2JkMC00MzY0LWE0MWQtNWI1YTI2ZTQ2NzA0XkEyXkFqcGc@._V1_.jpg
13840822,Part III,"Obi-Wan searches for allies as he attracts the attention of the Empire, threatening the locals.",25599,7.5,TV-14,"Action,Adventure,Sci-Fi","cut in half,obi wan kenobi character,princess leia organa character,darth vader character,opening recap",2700,2022-06-01,"Ewan McGregor,Vivien Lyra Blair,Moses Ingram",Deborah Chow,https://m.media-amazon.com/images/M/MV5BNTk1ZDc4NDItMjg0Ny00YTE1LTljMzUtMmViN2YyNWI3MGUzXkEyXkFqcGc@._V1_.jpg
1542768,True Memoirs of an International Assassin,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to non-fiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own sur...",24743,5.9,TV-14,"Action,Comedy,Crime","writer,gun,agent,fight,assassin",5880,2016-11-11,"Kevin James,Kim Coates,Maurice Compte",Jeff Wadlow,https://m.media-amazon.com/images/M/MV5BMjEzMjI0Mzc5MV5BMl5BanBnXkFtZTgwODExMDgxMDI@._V1_.jpg
12718300,"Confess, Fletch","After becoming the prime suspect in a murder, Fletch strives to prove his innocence while simultaneously searching for his girlfriend's stolen art collection.",24620,6.4,R,"Comedy,Crime,Mystery","murder,sex scene,female nudity,female rear nudity,boston massachusetts",5880,2022-09-16,"Jon Hamm,Caitlin Zerra Rose,Roy Wood Jr.",Greg Mottola,https://m.media-amazon.com/images/M/MV5BMTUzNDU5YTgtZjNjNS00MjZjLTllZjYtY2RjMDNlZDc4NmM2XkEyXkFqcGc@._V1_.jpg
3857028,Mijo,Jimmy's latest scam has gone horribly wrong and he's face-to-face with violent criminals and being forced to talk his way out of a life-threatening situation.,23548,8.9,TV-14,"Crime,Drama","title directed by female,cell phone,reference to hammurabi,parody,man tied up",2760,2015-02-09,"Bob Odenkirk,Jonathan Banks,Rhea Seehorn",Michelle MacLaren,https://m.media-amazon.com/images/M/MV5BZGQ3YzYwNjEtYTUzMS00NDIxLTg5MGQtZmEyMzM0NjJkOTE2XkEyXkFqcGc@._V1_.jpg
66580,Woodstock,Oscar-winning musical chronicle that brilliantly captures the three-day rock concert and celebration of peace and love that became a capstone for the Sixties.,18781,8.1,R,"Documentary,History,Music","rock festival,counterculture,american culture,drugs,hippie",11040,1970-03-26,"Joan Baez,Richie Havens,Roger Daltrey",Michael Wadleigh,https://m.media-amazon.com/images/M/MV5BOGM0YzI4NDctZWQ5ZC00ODdkLWJkMDEtNTc5MWU5NjUwZjFlXkEyXkFqcGc@._V1_.jpg
4832640,Sultan,"Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds.",53586,7.1,Not Rated,"Action,Drama,Romance","wrestler,wrestling,mixed martial arts,ego,tank top",10200,2016-07-06,"Salman Khan,Anushka Sharma,Randeep Hooda",Ali Abbas Zafar,https://m.media-amazon.com/images/M/MV5BY2Y4YWZlYjQtNWI3OC00MmQ0LWE2NGItMTdmZWMyNDEzZDgxXkEyXkFqcGc@._V1_.jpg
14781036,Inside,"Nemo, a high-end art thief, is trapped in a New York penthouse after his heist doesn't go as planned. Locked inside with nothing but priceless works of art, he must use all his cunning and ingenuity to survive.",18892,5.5,R,"Drama,Thriller","one word title,voice over,breaking and entering,art thief,burglar alarm",6300,2023-03-15,"Willem Dafoe,Gene Bervoets,Eliza Stuyck",Vasilis Katsoupis,https://m.media-amazon.com/images/M/MV5BYWJkY2I3NWQtYWZiMC00MjFjLWIyOGItMjZlNWJkYmRiODdkXkEyXkFqcGc@._V1_.jpg
462519,School for Scoundrels,"A young guy short on luck enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when it turns out his teacher has the same agenda.",31089,5.9,PG-13,Comedy,"low self esteem,mace spray,new york city,australian,assertion",6000,2006-09-29,"Billy Bob Thornton,Jon Heder,Jacinda Barrett",Todd Phillips,https://m.media-amazon.com/images/M/MV5BMjE4MDQ4NjMxMl5BMl5BanBnXkFtZTYwMDE0NzU3._V1_.jpg
106333,Baazigar,"A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive.",30637,7.6,Not Rated,"Crime,Drama,Musical","pushed from a rooftop,vengeance,murder disguised as suicide,flipping a coin,investigation",10500,1993-11-12,"Shah Rukh Khan,Kajol,Dalip Tahil","Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla",https://m.media-amazon.com/images/M/MV5BNzI3NTI1YjEtYTUyNy00MzUzLWJmMjktYjg2ZTM0M2RmMmNkXkEyXkFqcGc@._V1_.jpg
95863,Phantasm II,"Mike, now released from a psychiatric hospital, meets with Reggie, and discover his dreams (the events of the original film) are real, and they both journey to find and stop the evil Tall Man from his grim work.",17158,6.4,R,"Action,Fantasy,Horror","funeral home,coffin,sequel,blowtorch,chainsaw",5820,1988-07-08,"James Le Gros,Reggie Bannister,Angus Scrimm",Don Coscarelli,https://m.media-amazon.com/images/M/MV5BMWIxM2U2ZWMtNjU4OC00Mzc3LWI2MjYtNTc5OWE4YmJlOWUzXkEyXkFqcGc@._V1_.jpg
115438,2 Days in the Valley,48 hours of intersecting lives and crimes in Los Angeles.,22084,6.5,R,"Comedy,Crime,Thriller","art dealer,insurance fraud,mobster,marital separation,surveillance",6240,1996-09-27,"Teri Hatcher,Jeff Daniels,Danny Aiello",John Herzfeld,https://m.media-amazon.com/images/M/MV5BMDY0MTFmODgtMWNjNS00MmM4LWIwODctN2MxOTNkMzc0YTFjXkEyXkFqcGc@._V1_.jpg
94631,Alien Nation,"In 1988, Earth makes the first contact with an alien civilization. In 1991, these aliens, known as Newcomers, slowly begin to be integrated into human society after three years of quarantine.",16990,6.3,R,"Action,Sci-Fi","police,buddy cop,investigation,buddy movie,alien",5460,1988-10-07,"James Caan,Mandy Patinkin,Terence Stamp",Graham Baker,https://m.media-amazon.com/images/M/MV5BY2M1ZmY1ODktM2I5NC00OGU0LThiNjAtM2E5NmU1NDE5MzU2XkEyXkFqcGc@._V1_.jpg
14269590,Poker Face,Charlie has an extraordinary ability to determine when someone is lying. She hits the road with her Plymouth Barracuda and with every stop encounters a new cast of characters and strange crimes she can't help but investigate and s...,51903,7.8,TV-MA,"Comedy,Crime,Drama","criminal investigation,female protagonist,american woman,united states of america,lie",,2023-01-26,"Natasha Lyonne,Benjamin Bratt,Simon Helberg",,https://m.media-amazon.com/images/M/MV5BMzQ0NjZjMTItNzI2NS00YjY4LTljMTgtMWVhMjcyNjdjNDE5XkEyXkFqcGc@._V1_.jpg
374569,Che: Part Two,"In 1967, Ernesto 'Che' Guevara leads a small partisan army to fight an ill-fated revolutionary guerrilla war in Bolivia, South America.",35460,6.8,Not Rated,"Biography,Drama,History","character name as title,che guevara character,fidel castro character,raul castro character,south america",8100,2009-01-24,"Demián Bichir,Rodrigo Santoro,Benicio Del Toro",Steven Soderbergh,https://m.media-amazon.com/images/M/MV5BNWU0NTRiY2UtMmQ4Ni00MjNhLTgxMTItZWIxNjc3N2Q5MWY3XkEyXkFqcGc@._V1_.jpg
120654,Dirty Work,A loser finds success in the revenge-for-hire business.,30959,6.4,PG-13,Comedy,"revenge,cameo appearance,deadpan humor,workout video,star died before release",4920,1998-06-12,"Norm MacDonald,Jack Warden,Artie Lange",Bob Saget,https://m.media-amazon.com/images/M/MV5BMjE0NzkzNDI3Ml5BMl5BanBnXkFtZTcwNjA0NzQzNA@@._V1_.jpg
102915,Showdown in Little Tokyo,"Two L.A. cops with opposing views on what is the best way to uphold the law have to work together to bring down the Yakuza, while trying to protect a beautiful woman.",21281,6.1,R,"Action,Comedy,Crime","yakuza,detective,japanese american,little tokyo,violence",4740,1991-08-23,"Dolph Lundgren,Brandon Lee,Cary-Hiroyuki Tagawa",Mark L. Lester,https://m.media-amazon.com/images/M/MV5BNmJjN2QwYWYtMjE5Zi00Mjc5LTljMDctMzNkZmQwNTUzZjQ2XkEyXkFqcGc@._V1_.jpg
1977895,Resolution,"A man imprisons his estranged junkie friend in an isolated cabin in the boonies of San Diego to force him through a week of sobriety, but the events of that week are being mysteriously manipulated.",20233,6.4,Not Rated,"Drama,Horror,Mystery","indian reservation,drug,cabin,videotape,addict",5580,2013-01-23,"Peter Cilella,Vinny Curran,Emily Montague","Justin Benson,Aaron Moorhead",https://m.media-amazon.com/images/M/MV5BMTY1OTI0NjcyM15BMl5BanBnXkFtZTcwOTc1NzI5OA@@._V1_.jpg
