fid,name,description,ratingCount,ratingValue,contentRating,genre,keywords,duration,datePublished,actor,director,image
0307479,Solaris,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,87113,6.2,PG-13,"Drama,Mystery,Romance","space station,space,planet,trapped in space,title at the end",5940,2002-11-27,"George Clooney,Natascha McElhone,Ulrich Tukur",Steven Soderbergh,https://m.media-amazon.com/images/M/MV5BODM3ZWM5NjMtNDE5NC00ODEwLTllZGUtMTdlNzQ5NTNiNmIwXkEyXkFqcGc@._V1_.jpg
1540133,The Guard,An unorthodox Irish policeman with a confrontational personality is partnered with an uptight F.B.I. agent to investigate an international drug-smuggling ring.,97586,7.3,R,"Comedy,Crime,Thriller","ireland,gay policeman,small town,drug smuggling,galway ireland",5760,2011-07-07,"Brendan Gleeson,Don Cheadle,Mark Strong",John Michael McDonagh,https://m.media-amazon.com/images/M/MV5BMTgxNTIwOTk5OV5BMl5BanBnXkFtZTcwMDA5Njk2NQ@@._V1_.jpg
0171363,The Haunting,"Dr Marrow enlists Theo, Luke and Nell for a study of sleep disorders at the Hill House. As soon as the terrifying truth about the mansion is revealed, everyone is found fighting for their lives.",81983,5,PG-13,"Fantasy,Horror,Mystery","haunted house,mansion,horror movie remake,old house,greenhouse",6780,1999-07-23,"Liam Neeson,Catherine Zeta-Jones,Owen Wilson",Jan de Bont,https://m.media-amazon.com/images/M/MV5BN2E0OWZlNDAtODQxOS00ZjIwLTlhOTMtM2ZhNzZmYWVmOWQxXkEyXkFqcGc@._V1_.jpg
0081455,Scanners,"A scientist trains a man with an advanced telepathic ability called ""scanning"" to stop a dangerous Scanner with extraordinary psychic powers from waging war against non scanners.",63659,6.7,R,"Horror,Sci-Fi,Thriller","psychic power,exploding head,scientist,mall,sculptor",6180,1981-01-16,"Jennifer O'Neill,Stephen Lack,Patrick McGoohan",David Cronenberg,https://m.media-amazon.com/images/M/MV5BYWY2OTA1NjctNmFhYS00ZGQwLTlhNGUtNjQ1M2JiNzFjNmI2XkEyXkFqcGc@._V1_.jpg
0071877,Murder on the Orient Express,"In December 1935, when his transcontinental luxury train is stranded by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before, with a multitude of suspects.",70900,7.2,PG,"Crime,Drama,Mystery","train journey,whodunit,investigation,train,detective",7680,1974-11-22,"Albert Finney,Lauren Bacall,Ingrid Bergman",Sidney Lumet,https://m.media-amazon.com/images/M/MV5BNzZmZWMwOWUtM2NkZS00MWM0LTk1YzMtYzI4OGYyMTNlNTMwXkEyXkFqcGc@._V1_.jpg
0032599,His Girl Friday,"A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from quitting and remarrying, using an exclusive interview with a death row convict as an enticement to buy himself some time to win her back.",64597,7.8,Approved,"Comedy,Drama,Romance","reporter,newspaper editor,newspaper,mayor,journalism",5520,1940-01-18,"Cary Grant,Rosalind Russell,Ralph Bellamy",Howard Hawks,https://m.media-amazon.com/images/M/MV5BMzRhMTQ1ZjEtYzM2MC00OThiLTk3NTEtNGRhNzcwNGM2YWQ4XkEyXkFqcGc@._V1_.jpg
16277242,La sociedad de la nieve,The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.,151910,7.8,T18,"Adventure,Biography,Drama","snow,survival,airplane crash,1970s,airplane accident",8640,2023-12-15,"Enzo Vogrincic,Agustín Pardella,Matías Recalt",J.A. Bayona,https://m.media-amazon.com/images/M/MV5BODM1MWQ1MWUtMDM1ZS00ZjI3LTg4ZTMtNmI1ZDAwNmE4MTNiXkEyXkFqcGc@._V1_.jpg
0377109,The Ring Two,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",102697,5.4,PG-13,"Horror,Mystery","female protagonist,horror icon,second part,sequel to remake,sequel",6600,2005-03-18,"Naomi Watts,David Dorfman,Sissy Spacek",Hideo Nakata,https://m.media-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_.jpg
0316356,Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,80363,7.4,R,"Action,Drama,Romance","cattle,violence,crooked marshal,cattle drive,vigilantism",8340,2003-08-15,"Kevin Costner,Robert Duvall,Diego Luna",Kevin Costner,https://m.media-amazon.com/images/M/MV5BMTYyNjA4NTY3N15BMl5BanBnXkFtZTYwNjc0MDM3._V1_.jpg
0363589,Elephant,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,99204,7.1,R,"Crime,Drama,Thriller","gay kiss,gay,violence,high school shooting,teenager",4860,2003-11-14,"Elias McConnell,Alex Frost,Eric Deulen",Gus Van Sant,https://m.media-amazon.com/images/M/MV5BMTIwZjA2OGYtNmYyMS00MjJjLWIxYTEtOTEyMTZjMGYzMTM2XkEyXkFqcGc@._V1_.jpg
0139414,Lake Placid,"Four people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine.",66962,5.8,R,"Action,Comedy,Horror","voyeur,infidelity,blonde,cleavage,crocodile",4920,1999-07-16,"Bridget Fonda,Bill Pullman,Oliver Platt",Steve Miner,https://m.media-amazon.com/images/M/MV5BNzY3NTk4NjYtODIzMS00YmM5LWFiODUtZDUxNThjNTNiZGRjXkEyXkFqcGc@._V1_.jpg
1826940,New Girl,"After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.",251619,7.8,TV-14,"Comedy,Romance","loft,apartment building,female protagonist,roommate,teacher",0,2011-09-20,"Zooey Deschanel,Jake Johnson,Max Greenfield",,https://m.media-amazon.com/images/M/MV5BMTQ5MzM1NzMwMl5BMl5BanBnXkFtZTgwNjQ2MzI2NzE@._V1_.jpg
4283088,Battle of the Bastards,Jon and Sansa face Ramsay Bolton on the fields of Winterfell. Daenerys strikes back at her enemies. Theon and Yara arrive in Meereen.,234394,9.9,TV-MA,"Action,Adventure,Drama","battle,cruelty,snow,wildling,horse",3600,2016-06-19,"Peter Dinklage,Kit Harington,Emilia Clarke",Miguel Sapochnik,https://m.media-amazon.com/images/M/MV5BMjJjYWMyODEtMmNlNi00MWJiLTg0NWYtMmE5MzEzNjI4YWNmXkEyXkFqcGc@._V1_.jpg
3322364,Concussion,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",101885,7.1,PG-13,"Biography,Drama,Sport","concussion,football,based on true story,football player,professional sports",7380,2015-12-25,"Will Smith,Alec Baldwin,Albert Brooks",Peter Landesman,https://m.media-amazon.com/images/M/MV5BMTYwNjgwNDg0NV5BMl5BanBnXkFtZTgwMzY1MjAyNzE@._V1_.jpg
0251736,House of 1000 Corpses,Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.,96194,6,R,Horror,"family relationships,clown makeup,depravity,masked man,family of killers",5340,2003-04-11,"Sid Haig,Karen Black,Bill Moseley",Rob Zombie,https://m.media-amazon.com/images/M/MV5BNjUyNjU0NDE0OV5BMl5BanBnXkFtZTYwNzcwMzg3._V1_.jpg
3063516,Bad Grandpa,"86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father.",98960,6.5,R,Comedy,"dirty old man,road comedy,crude humor comedy,absurd comedy,dark comedy",5520,2013-10-25,"Johnny Knoxville,Jackson Nicoll,Gregorio",Jeff Tremaine,https://m.media-amazon.com/images/M/MV5BMTg4NjIwMTI5OV5BMl5BanBnXkFtZTgwNjU1MTMyMDE@._V1_.jpg
0086006,Never Say Never Again,"James Bond is called upon to try to recover nuclear bombs stolen by Spectre, but he will have to get rid of a professional assassin, hired especially to eliminate him.",74464,6.1,PG,"Action,Adventure,Thriller","unofficial sequel,james bond character,tough girl,gun violence,spy",8040,1983-10-07,"Sean Connery,Kim Basinger,Klaus Maria Brandauer",Irvin Kershner,https://m.media-amazon.com/images/M/MV5BM2ZkMzg5ZmQtYzhjMy00ZGM0LWJkNTgtZDMwMzljZGMyZDc0XkEyXkFqcGc@._V1_.jpg
1714915,Only Lovers Left Alive,"A depressed musician reunites with his lover. However, their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.",110391,7.2,R,"Comedy,Drama,Fantasy","vampire,musician,tangier morocco,abandoned city,detroit michigan",7380,2013-12-25,"Tilda Swinton,Tom Hiddleston,Mia Wasikowska",Jim Jarmusch,https://m.media-amazon.com/images/M/MV5BMTY0NTQ1NjA0OV5BMl5BanBnXkFtZTgwMDg5NjkzMTE@._V1_.jpg
0120885,Wag the Dog,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",90015,7.1,R,"Comedy,Drama","political conspiracy,telephone,television,albanian,fad",5820,1998-01-09,"Dustin Hoffman,Robert De Niro,Anne Heche",Barry Levinson,https://m.media-amazon.com/images/M/MV5BNmEwNzk5ZTYtNGUzOC00ZThjLTk3NGYtMDQ5MzNiYzQ0ZTNkXkEyXkFqcGc@._V1_.jpg
0053472,À bout de souffle,"A small-time crook, hunted by the authorities for a car theft and the murder of a police officer, attempts to persuade a hip American journalism student to run away with him to Italy.",89889,7.7,Not Rated,"Crime,Drama","fugitive,stolen car,murder,jump cut,boyfriend girlfriend relationship",5400,1960-03-16,"Jean-Paul Belmondo,Jean Seberg,Van Doude",Jean-Luc Godard,https://m.media-amazon.com/images/M/MV5BZGI5MWNjYmEtNzUxZC00YTI3LWE5MzctZTdhYjJkMGMxYzI3XkEyXkFqcGc@._V1_.jpg
1241317,Death Note,"A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.",92104,4.5,TV-MA,"Crime,Drama,Fantasy","based on manga,live action remake of anime,cell phone,seattle washington,villain",6060,2017-08-25,"Nat Wolff,LaKeith Stanfield,Margaret Qualley",Adam Wingard,https://m.media-amazon.com/images/M/MV5BMTUwOTgzMTEyOF5BMl5BanBnXkFtZTgwNTk3MTM5MjI@._V1_.jpg
0094332,The Witches of Eastwick,"Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives.",79909,6.5,C16,"Comedy,Fantasy,Horror","dark comedy,windstorm,verbose speech,1980s,hand on woman's butt",7080,1987-06-12,"Jack Nicholson,Cher,Susan Sarandon",George Miller,https://m.media-amazon.com/images/M/MV5BNzg1OTUzZDktODc3My00NjZlLTgxMTYtOGVhMTQ2ZWRjNzQ4XkEyXkFqcGc@._V1_.jpg
0457400,Land of the Lost,"A space-time vortex sucks scientist Rick Marshall, his assistant Holly and a survivalist Will into a world populated by dinosaurs and painfully slow creatures called Sleestaks.",76578,5.3,PG-13,"Action,Adventure,Comedy","dinosaur,time travel,reference to bob's big boy,bob's big boy restaurant,carnivorous dinosaur",6120,2009-08-07,"Will Ferrell,Danny McBride,Anna Friel",Brad Silberling,https://m.media-amazon.com/images/M/MV5BOTkzNDg2OTc1NF5BMl5BanBnXkFtZTcwNDcxODE2Mg@@._V1_.jpg
13406094,The White Lotus,The exploits of various guests and employees of a luxury resort over the span of a week.,224984,8,C16,"Comedy,Drama","satire,resort,dark comedy,social commentary,hawaii",0,2021-07-11,"Jennifer Coolidge,Jon Gries,F. Murray Abraham",,https://m.media-amazon.com/images/M/MV5BNjMyMzQyMGEtZWQyZC00Y2M4LThhYTktMGY3NDM2ZTc4NDY4XkEyXkFqcGc@._V1_.jpg
7549996,Judy,Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.,55919,6.8,PG-13,"Biography,Drama,Music","concert,london england,alcoholic,gay couple,judy garland character",7080,2019-10-02,"Renée Zellweger,Jessie Buckley,Finn Wittrock",Rupert Goold,https://m.media-amazon.com/images/M/MV5BYjY1OTJlZmQtNTEwNy00MjI1LWE4MWQtMzJlNTZmN2FmN2U5XkEyXkFqcGc@._V1_.jpg
0469641,World Trade Center,Two Port Authority police officers become trapped under the rubble of the World Trade Center.,88981,6,PG-13,"Drama,History,Thriller","disaster film,collapsing building,american police officer,american firefighter,year 2001",7740,2006-11-17,"Nicolas Cage,Michael Peña,Maria Bello",Oliver Stone,https://m.media-amazon.com/images/M/MV5BMTIxMzE5ODEwOV5BMl5BanBnXkFtZTcwMzM3MzIzMQ@@._V1_.jpg
0087078,Conan the Destroyer,Conan leads a ragtag group of adventurers on a quest for a princess.,86941,5.9,PG,"Action,Adventure,Fantasy","virginity,pretty girl,scantily clad woman,cleavage,teenage girl kisses a man",6180,1984-06-29,"Arnold Schwarzenegger,Grace Jones,Olivia d'Abo",Richard Fleischer,https://m.media-amazon.com/images/M/MV5BYjhlZDAwM2UtNDE0MS00MWVkLWJhNWQtMmRkNjk4ZWNlMTcxXkEyXkFqcGc@._V1_.jpg
8368406,Vivarium,A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.,78746,5.9,R,"Horror,Mystery,Sci-Fi","psychological torture,rapidly growing child,supernatural prison,couple held captive,no escape",5820,2020-03-27,"Imogen Poots,Danielle Ryan,Molly McCann",Lorcan Finnegan,https://m.media-amazon.com/images/M/MV5BZjdlZmRmOTUtN2IxZi00ZmY2LWE5MWMtOTYxNTkyNzA3ZGFjXkEyXkFqcGc@._V1_.jpg
0101700,Delicatessen,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,91361,7.5,R,"Comedy,Crime","human meat,absurd comedy,bed,roof,grain",5940,1991-04-17,"Marie-Laure Dougnac,Dominique Pinon,Pascal Benezech","Marc Caro,Jean-Pierre Jeunet",https://m.media-amazon.com/images/M/MV5BMGM3ZjE4ZjMtOGIxNi00ODc3LWI2OGQtY2E5MDlkMjAwZWZjXkEyXkFqcGc@._V1_.jpg
6513120,Fighting with My Family,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,89644,7,PG-13,"Biography,Comedy,Drama","reference to mary poppins,giving birth,brother sister relationship,jock strap on head,wrestling",6480,2019-02-22,"Dwayne Johnson,Lena Headey,Vince Vaughn",Stephen Merchant,https://m.media-amazon.com/images/M/MV5BYjliMDY3N2YtOTI2NS00MjQ0LWFjOGItMjQ1MzYyZGVlMDJiXkEyXkFqcGc@._V1_.jpg
8009428,Hustle,A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,150438,7.3,C16,"Comedy,Drama,Sport","girl,dramedy,f word,basketball,career",7020,2022-06-08,"Adam Sandler,Queen Latifah,Juancho Hernangomez",Jeremiah Zagar,https://m.media-amazon.com/images/M/MV5BMzA4ODRlMjktMDEyNS00NTg5LWEwYTAtNTExODI1ZDE2ZmYwXkEyXkFqcGc@._V1_.jpg
0116778,Kingpin,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",92733,6.9,PG-13,"Comedy,Sport","bowling,on the road,amish,private bowling alley,cabriolet",6840,1996-07-26,"Woody Harrelson,Randy Quaid,Bill Murray","Bobby Farrelly,Peter Farrelly",https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_.jpg
0120179,Speed 2: Cruise Control,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,87399,4,PG-13,"Action,Adventure,Crime","cruise ship,sign language,ship,collision course,bomb",7260,1997-06-13,"Sandra Bullock,Jason Patric,Willem Dafoe",Jan de Bont,https://m.media-amazon.com/images/M/MV5BMGZiMWM3NzAtNTk4Zi00NmIzLWEzMDItZDRhZTZjODA4M2MyXkEyXkFqcGc@._V1_.jpg
0105151,The Player,"A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?",67372,7.5,R,"Comedy,Crime,Drama","long take,film industry,male frontal nudity,tracking shot,film studio",7440,1992-05-08,"Tim Robbins,Greta Scacchi,Fred Ward",Robert Altman,https://m.media-amazon.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_.jpg
0106965,Free Willy,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",84844,6,PG,"Adventure,Drama,Family","killer whale,orphan,homeless child,human animal relationship,12 year old",6720,1993-07-16,"Jason James Richter,Lori Petty,Michael Madsen",Simon Wincer,https://m.media-amazon.com/images/M/MV5BNjY4NDJhOTMtZmVjMC00Njk5LThjOWItMjg4NDcxMmNkODM3XkEyXkFqcGc@._V1_.jpg
7456310,Anna,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,100100,6.6,C18,"Action,Thriller","model,assassin,moscow russia,paris france,femme fatale",7080,2019-09-20,"Sasha Luss,Helen Mirren,Luke Evans",Luc Besson,https://m.media-amazon.com/images/M/MV5BOTlhNGM4MjUtNjdiNC00MTQyLWEzYjUtYTlhYTA0NDhjNTY4XkEyXkFqcGc@._V1_.jpg
1240982,Your Highness,"When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",105492,5.5,R,"Action,Adventure,Comedy","minotaur character,drug use,strong female protagonist,masturbation,medieval times",6120,2011-04-08,"Danny McBride,Natalie Portman,James Franco",David Gordon Green,https://m.media-amazon.com/images/M/MV5BMTY2MDgwODIyMV5BMl5BanBnXkFtZTcwODc1NDQ0NA@@._V1_.jpg
1161864,The Rite,American seminary student Michael Kovak travels to Italy to take an exorcism course.,103774,6,PG-13,"Drama,Horror,Mystery","exorcism,exorcist,italy,supernatural horror,film starts with text",6840,2011-01-28,"Colin O'Donoghue,Anthony Hopkins,Ciarán Hinds",Mikael Håfström,https://m.media-amazon.com/images/M/MV5BMTcxNTAxMTMzNF5BMl5BanBnXkFtZTcwMjQ1MDAxNA@@._V1_.jpg
4003440,The House That Jack Built,"In five episodes, failed architect and vicious sociopath Jack recounts his elaborately orchestrated murders -- each, as he views them, a towering work of art that defines his life's work as a serial killer in the Pacific Northwest.",96688,6.8,R,"Crime,Drama,Horror","serial killer,psychopath,violence,building a house,hell",9120,2018-10-17,"Matt Dillon,Bruno Ganz,Uma Thurman",Lars von Trier,https://m.media-amazon.com/images/M/MV5BY2Q3MDFiZGQtMjc4NS00MDJiLWFmYjgtNmI0MTQwMzUyOWNmXkEyXkFqcGc@._V1_.jpg
1082868,Quarantine,"A television reporter and her cameraman are trapped inside a building quarantined by the CDC, after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.",79284,6,R,"Horror,Sci-Fi,Thriller","apartment building,virus,quarantine,found footage,remake of spanish film",5340,2008-10-10,"Jennifer Carpenter,Steve Harris,Columbus Short",John Erick Dowdle,https://m.media-amazon.com/images/M/MV5BMjY0MDgwNTQ4OF5BMl5BanBnXkFtZTcwMzQzNjY3MQ@@._V1_.jpg
1078940,Couples Retreat,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessio...",116955,5.5,R,Comedy,"resort,bikini,scantily clad female,tantra yoga,divorce",6780,2009-10-09,"Vince Vaughn,Malin Akerman,Jon Favreau",Peter Billingsley,https://m.media-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_.jpg
9411972,Where the Crawdads Sing,A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.,139877,7.2,C16,"Drama,Mystery,Romance","abusive father,alcoholic father,outcast,1950s,attempted rape",7500,2022-07-15,"Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson",Olivia Newman,https://m.media-amazon.com/images/M/MV5BZGM5ODU5YTktMGUxYi00YjQyLTk0MzgtZTg0MWQ2NDg0YTA0XkEyXkFqcGc@._V1_.jpg
0120787,A Perfect Murder,"Wealthy Wall Street speculator Steven Taylor finds that his wife Emily Bradford has a lover, struggling artist David Shaw. Steven investigates Shaw and manipulates him into murdering Emily. It seems like a perfect crime.",94068,6.6,R,"Crime,Drama,Thriller","woman in jeopardy,adultery,key,apartment,hired killer",6420,1998-06-05,"Michael Douglas,Gwyneth Paltrow,Viggo Mortensen",Andrew Davis,https://m.media-amazon.com/images/M/MV5BMjY3YmQ1MzItMGZjMS00ZWZkLTllYTctYWQ0NmI1M2E1NzgwXkEyXkFqcGc@._V1_.jpg
0020629,All Quiet on the Western Front,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",69020,8.1,Approved,"Drama,War","1910s,anti war,ptsd post traumatic stress disorder,soldier,military training",9120,1930-08-24,"Lew Ayres,Louis Wolheim,John Wray",Lewis Milestone,https://m.media-amazon.com/images/M/MV5BNTc2NDE0YjEtYmY3Ni00ZDE4LWE2MzEtZWYwOGI4YTYwNjNjXkEyXkFqcGc@._V1_.jpg
0067800,Straw Dogs,A young American and his English wife come to rural England and face increasingly vicious local harassment.,65693,7.4,R,"Crime,Drama,Thriller","rape,rape and revenge,home invasion,sexual assault,rape turns to consensual sex",6780,1971-12-22,"Dustin Hoffman,Susan George,Peter Vaughan",Sam Peckinpah,https://m.media-amazon.com/images/M/MV5BZmNhNzhhOWQtOTU3YS00MTkyLTlhY2UtNGUyY2NhOWNkYmQyXkEyXkFqcGc@._V1_.jpg
2531344,Blockers,Three parents try to stop their daughters from losing their virginity on prom night.,88295,6.2,R,"Comedy,Drama","father daughter relationship,prom,mother daughter relationship,sex scene,virgin",6120,2018-04-06,"Leslie Mann,John Cena,Ike Barinholtz",Kay Cannon,https://m.media-amazon.com/images/M/MV5BMjE0ODIzNjkzMl5BMl5BanBnXkFtZTgwODQ3MzU4NDM@._V1_.jpg
1509767,The Three Musketeers,"The young and confident D'Artagnan, along with three former legendary but now down-on-their-luck Musketeers; unite and defeat a beautiful double agent and her villainous employer from seizing the French throne, and engulfing Europ...",113171,5.7,PG-13,"Action,Adventure,Fantasy","1600s,soldier,airship,king,murder",6600,2011-09-01,"Logan Lerman,Matthew Macfadyen,Ray Stevenson",Paul W.S. Anderson,https://m.media-amazon.com/images/M/MV5BMTM3OTc2OTM2OF5BMl5BanBnXkFtZTcwMDM1MjU1NQ@@._V1_.jpg
1740707,Trolljegeren,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",80667,6.9,PG-13,"Drama,Fantasy,Thriller","hunter,troll,bear,secret government agency,secret government organization",6180,2010-10-29,"Otto Jespersen,Robert Stoltenberg,Knut Nærum",André Øvredal,https://m.media-amazon.com/images/M/MV5BMTkyMTgxNzIwOF5BMl5BanBnXkFtZTcwNjYyNjM5NA@@._V1_.jpg
0092675,Bloodsport,"""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.",96935,6.8,R,"Action,Biography,Drama","tournament,martial arts,kumite,hand to hand combat,martial arts tournament",5520,1988-04-29,"Jean-Claude Van Damme,Donald Gibb,Leah Ayres",Newt Arnold,https://m.media-amazon.com/images/M/MV5BNmRkMGNkZWYtNzk3ZC00OGM0LThjMzMtMDg2YzViMTJmNjNhXkEyXkFqcGc@._V1_.jpg
0088161,Splash,A young man is reunited with a mermaid he briefly encountered as a boy and falls in love with her without knowing her secret.,85115,6.3,PG,"Comedy,Fantasy,Romance","mermaid,new york city,public nudity,love,underwater scene",6660,1984-03-09,"Tom Hanks,Daryl Hannah,Eugene Levy",Ron Howard,https://m.media-amazon.com/images/M/MV5BNGM2NDk4ZTgtYmVkZS00OTE4LTk2ZTAtYzc3Nzk4ZGU3NmE0XkEyXkFqcGc@._V1_.jpg
0178868,Ringu,"When her niece is found dead along with three friends after viewing a supposedly cursed videotape, reporter Reiko sets out to investigate. She finds the tape, watches it and receives a phone call informing her that she'll die in a...",80322,7.2,Not Rated,"Horror,Mystery","videotape,vhs tape,ghost,well,telephone",5760,1998-01-31,"Nanako Matsushima,Miki Nakatani,Yûko Takeuchi",Hideo Nakata,https://m.media-amazon.com/images/M/MV5BZTI3ZjZlN2MtYWI1Zi00YTc3LWI4ZDQtZTdkNTBiNzVhMjY4XkEyXkFqcGc@._V1_.jpg
0290978,The Office,The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.,126250,8.5,TV-MA,"Comedy,Drama","mockumentary,cringe comedy,office,sitcom,british humor",0,2001-07-09,"Ricky Gervais,Martin Freeman,Mackenzie Crook",,https://m.media-amazon.com/images/M/MV5BNTk4MjNjODctNDgyZC00NDhkLWE1OGQtMjA3M2FlMDVjMjkzXkEyXkFqcGc@._V1_.jpg
3215824,Those Who Wish Me Dead,A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.,74766,6,C18,"Action,Drama,Thriller","fire tower,female protagonist,wildfire,smokejumper,wilderness",6000,2021-05-14,"Angelina Jolie,Nicholas Hoult,Finn Little",Taylor Sheridan,https://m.media-amazon.com/images/M/MV5BNDBmODEyMzUtNGNkYi00MmY4LWFmMzctNTJhNDY0MGEzNGM1XkEyXkFqcGc@._V1_.jpg
0422720,Marie Antoinette,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 14 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles.",125244,6.5,PG-13,"Biography,Drama,History","french revolution,female rear nudity,nudity,title directed by female,public nudity",7380,2006-05-24,"Kirsten Dunst,Jason Schwartzman,Rip Torn",Sofia Coppola,https://m.media-amazon.com/images/M/MV5BMmE4NzQzNGItNTY4My00ZTBhLTk2ZjItZDJkMjRlYTE2MGRiXkEyXkFqcGc@._V1_.jpg
0114694,Tommy Boy,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",99798,7.1,PG-13,"Adventure,Comedy","bikini,loss of father,swimming pool,skinny dipping,nickname as title",5820,1995-03-31,"Chris Farley,David Spade,Brian Dennehy",Peter Segal,https://m.media-amazon.com/images/M/MV5BMWMwOWU4NmYtZmU2Ny00MjM0LWI4NmQtN2YwNzdhYTI1MmFlXkEyXkFqcGc@._V1_.jpg
0165798,Ghost Dog: The Way of the Samurai,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,99154,7.5,R,"Crime,Drama","crime boss,samurai,african american,hitman,honor",6960,1999-10-06,"Forest Whitaker,Henry Silva,John Tormey",Jim Jarmusch,https://m.media-amazon.com/images/M/MV5BYmIzNWI3MTMtNGY4Zi00YWIwLWEyMmQtZjcxOTdhNTQ0ZTE5XkEyXkFqcGc@._V1_.jpg
13623136,The Guardians of the Galaxy Holiday Special,"Star-Lord, Drax, Rocket, Mantis, and Groot engage in some spirited shenanigans in an all-new original special created for Disney+.",99092,6.9,TV-14,"Action,Adventure,Comedy","christmas,gift,group,marvel cinematic universe,guardians of the galaxy",2520,2022-11-25,"Luke Klein,Sean Gunn,Michael Rooker",James Gunn,https://m.media-amazon.com/images/M/MV5BZDA3MzdlYTQtMTUxNi00ZjJmLTkyOTYtNDkzYmIzYTJkZjMzXkEyXkFqcGc@._V1_.jpg
0053221,Rio Bravo,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",69831,8,Approved,Western,"sheriff,gambler,gunfighter,alcoholic,jail",8460,1959-04-04,"John Wayne,Dean Martin,Ricky Nelson",Howard Hawks,https://m.media-amazon.com/images/M/MV5BYmRiNWY3ZDQtZTJkNi00NjlkLWI3NTQtZDEzZTE0YmNhYTk2XkEyXkFqcGc@._V1_.jpg
