fid,name,description,ratingCount,ratingValue,contentRating,genre,keywords,duration,datePublished,actor,director,image
0035015,The Magnificent Ambersons,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,27392,7.6,Approved,"Drama,Romance","class differences,partially lost film,national film registry,boot jack,overcoat",5280,1942-07-10,"Tim Holt,Joseph Cotten,Dolores Costello","Orson Welles,Fred Fleck,Robert Wise",https://m.media-amazon.com/images/M/MV5BYTk5OTYxNTEtYTU5MS00NTBkLThhZWEtYTBiYzlkOTFhY2MzXkEyXkFqcGc@._V1_.jpg
8416494,Doom Patrol,The adventures of an idealistic mad scientist and his field team of superpowered outcasts.,61015,7.7,TV-MA,"Action,Adventure,Comedy","doom patrol,based on comic book,split personality,outcast,superhero",0,2019-02-15,"Diane Guerrero,April Bowlby,Matt Bomer",,https://m.media-amazon.com/images/M/MV5BYjY1MDExMzctMzQ4Mi00NmU1LWIyMWItZTkzZDk2YmY2NGI2XkEyXkFqcGc@._V1_.jpg
0058083,Fail-Safe,A technical malfunction sends American planes to Moscow to deliver a nuclear attack. Can all-out war be averted?,25425,8,Approved,"Drama,Thriller","nuclear attack,cold war,system failure,telephone conversation,nightmare",6720,1964-10-07,"Henry Fonda,Walter Matthau,Fritz Weaver",Sidney Lumet,https://m.media-amazon.com/images/M/MV5BMDFhNjQ3NjUtMDUwZS00ZjkzLTljYjMtYmMzNzZiYTc1NDdmXkEyXkFqcGc@._V1_.jpg
0426459,Feast,Patrons locked inside a bar are forced to fight monsters.,34648,6.2,R,"Action,Comedy,Horror","girls with guns,absurd violence,monster,bar,covered in blood",5700,2007-01-18,"Navi Rawat,Krista Allen,Balthazar Getty",John Gulager,https://m.media-amazon.com/images/M/MV5BMTI0MzI5MTY1OV5BMl5BanBnXkFtZTcwMzU4MjYzMQ@@._V1_.jpg
0068361,Le charme discret de la bourgeoisie,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",47922,7.8,PG,"Comedy,Drama,Fantasy","absurdism,social commentary,avant garde,experimental film,decadence",6120,1972-09-15,"Fernando Rey,Delphine Seyrig,Paul Frankeur",Luis Buñuel,https://m.media-amazon.com/images/M/MV5BNmQ0MDA0YTEtZTY4Mi00N2Y5LTk0ZjktMTY2ZGQzNGVlYzViXkEyXkFqcGc@._V1_.jpg
6902332,The Marksman,A rancher on the Arizona border becomes the unlikely defender of a young Mexican boy desperately fleeing the cartel assassins who've pursued him into the U.S.,45132,5.7,C16,"Action,Drama,Thriller","gun,ammunition,man boy relationship,crying boy,child in jeopardy",6480,2021-01-22,"Katheryn Winnick,Liam Neeson,Teresa Ruiz",Robert Lorenz,https://m.media-amazon.com/images/M/MV5BZDNhMGYwODgtMjM2Yy00MzZjLTgzN2YtZWFiZDBiMDc2OWZmXkEyXkFqcGc@._V1_.jpg
0367652,Deuce Bigalow: European Gigolo,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.",54115,4.7,R,Comedy,"prostitution,prostitute,pimp,voyeur,voyeurism",4980,2005-08-12,"Rob Schneider,Eddie Griffin,Jeroen Krabbé",Mike Bigelow,https://m.media-amazon.com/images/M/MV5BYTMxMjdkZjEtN2Q4Ny00ZWJiLWE0YzYtMTcwZWYxNTkxY2M4XkEyXkFqcGc@._V1_.jpg
14253846,Speak No Evil,A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.,53463,6.6,Not Rated,"Drama,Horror,Mystery","evil couple,vacation gone wrong,psychological horror,psychopath,unhappy ending",5820,2022-03-17,"Morten Burian,Sidsel Siem Koch,Fedja van Huêt",Christian Tafdrup,https://m.media-amazon.com/images/M/MV5BOTJjMDMyMGYtZWU3ZS00OTVmLTg1ZWUtY2E4OGEyOGNmMjhiXkEyXkFqcGc@._V1_.jpg
3181822,The Boy Next Door,"A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",46743,4.7,C18,Thriller,"older woman younger man relationship,infidelity,oral sex,female rear nudity,sex in bed",5460,2015-01-30,"Jennifer Lopez,Ryan Guzman,Kristin Chenoweth",Rob Cohen,https://m.media-amazon.com/images/M/MV5BMTgxNTEyMTYzOV5BMl5BanBnXkFtZTgwNzQ4OTg5MjE@._V1_.jpg
4593060,Pinocchio,"A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy.",43526,5.1,PG,"Adventure,Comedy,Drama","pinocchio character,lie,cat,remake,live action remake",6300,2022-09-08,"Joseph Gordon-Levitt,Tom Hanks,Benjamin Evan Ainsworth",Robert Zemeckis,https://m.media-amazon.com/images/M/MV5BYjEyMDJmYTAtOTliMC00MjYzLTljNDEtMjliM2Y0MThjYzBiXkEyXkFqcGc@._V1_.jpg
1023481,Step Up 2: The Streets,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,92157,6.2,PG-13,"Drama,Music,Romance","dance off,dancing in the rain,dance movie,dance audition,dance crew",5880,2008-04-18,"Robert Hoffman,Briana Evigan,Cassie Ventura",Jon M. Chu,https://m.media-amazon.com/images/M/MV5BZTdlNDU4NDktZWI2NS00MGJlLThiMDYtYjRlYTQ3ODYxZjEzXkEyXkFqcGc@._V1_.jpg
0097240,Drugstore Cowboy,A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,41784,7.2,R,"Crime,Drama","drugs,ambush,amphetamine,ashtray,bed",6060,1989-10-20,"Matt Dillon,Kelly Lynch,James Le Gros",Gus Van Sant,https://m.media-amazon.com/images/M/MV5BNWM0NzdhODQtOWRiOC00NDc1LTk3ZTMtNTBmMzg4YTNjYWVhXkEyXkFqcGc@._V1_.jpg
0139668,True Crime,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,39270,6.6,R,"Crime,Drama,Mystery","scene during end credits,23 year old woman,mystery thriller,actor director producer,public execution",7620,1999-03-19,"Clint Eastwood,Isaiah Washington,LisaGay Hamilton",Clint Eastwood,https://m.media-amazon.com/images/M/MV5BZTc0YmZlN2QtMTg5YS00Y2E1LTg2ZTYtNWQwMTZhZmZmYmI1XkEyXkFqcGc@._V1_.jpg
0117723,Spy Hard,"Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot KGB Agent Veronique Ukrinsky to find Rancor and save the ...",41145,5.3,PG-13,"Action,Comedy","spy comedy,absurd comedy,sight gag,spy spoof,spy hero",4860,1996-05-24,"Leslie Nielsen,Nicollette Sheridan,Charles Durning",Rick Friedberg,https://m.media-amazon.com/images/M/MV5BOTEzMTZiMDgtMzI2MS00MzU3LWI2M2QtZWMzOTM0MTM5ZDQyXkEyXkFqcGc@._V1_.jpg
0073440,Nashville,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",29343,7.6,R,"Comedy,Drama,Music","national film registry,singing,motorcycle,marriage,political campaign",9600,0000-01-01,"Keith Carradine,Karen Black,Ronee Blakley",Robert Altman,https://m.media-amazon.com/images/M/MV5BZjU4MzMzOWUtYzJhNC00YWZlLTlmNzgtMWIxZmQwOTE5NDg0XkEyXkFqcGc@._V1_.jpg
0119360,In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,45074,6.4,PG-13,"Comedy,Romance","high school teacher,gay,small town,closeted homosexual,gay kiss",5400,1997-09-19,"Kevin Kline,Joan Cusack,Tom Selleck",Frank Oz,https://m.media-amazon.com/images/M/MV5BODFjMDhjOTctNWY3ZS00ZjU4LTk0N2ItODUyYjM3NmNkYmY3XkEyXkFqcGc@._V1_.jpg
5709234,Men Against Fire,Future soldiers Stripe and Raiman must protect frightened villagers from an infestation of vicious feral mutants.,42509,7.5,TV-MA,"Crime,Drama,Mystery","manipulation,sex dream,close up of mouth,close up of hand,extreme close up",3600,2016-10-21,"Malachi Kirby,Madeline Brewer,Ariane Labed",Jakob Verbruggen,https://m.media-amazon.com/images/M/MV5BMjg1NTEyMDI3MV5BMl5BanBnXkFtZTgwNTg2MzgzMDI@._V1_.jpg
14128670,Kimi,An agoraphobic Seattle tech worker uncovers evidence of a crime.,40187,6.3,R,"Crime,Drama,Mystery","pandemic,covid 19,coronavirus,agoraphobic,stream",5340,2022-02-10,"Zoë Kravitz,Byron Bowers,Rita Wilson",Steven Soderbergh,https://m.media-amazon.com/images/M/MV5BYjhkNzI4NWItOTFjNi00Y2VjLTkwZTktMjdlNWU0NWViMWI5XkEyXkFqcGc@._V1_.jpg
0361127,The Woodsman,A child molester returns to his hometown after 12 years in prison and attempts to start a new life.,35841,7.1,R,Drama,"male nudity,male rear nudity,pantyhose,child sexual abuse,child molester",5220,2005-01-28,"Kevin Bacon,Kyra Sedgwick,Yasiin Bey",Nicole Kassell,https://m.media-amazon.com/images/M/MV5BMTk2NDI1NjM2OV5BMl5BanBnXkFtZTcwMjIzMTg4NA@@._V1_.jpg
0114852,Village of the Damned,A small town's women give birth to unfriendly alien children posing as humans.,35127,5.6,C16,"Horror,Sci-Fi,Thriller","alien,small town,alien life form,world domination,psychic power",5880,1995-04-28,"Christopher Reeve,Kirstie Alley,Linda Kozlowski",John Carpenter,https://m.media-amazon.com/images/M/MV5BZjU0ZDMyOTgtNWU0YS00MjFmLWJjOTEtYjViMDI1NWUyMGE5XkEyXkFqcGc@._V1_.jpg
0385267,In Good Company,A middle-aged ad exec is faced with a new boss who's nearly half his age... and who also happens to be sleeping with his daughter.,57099,6.5,PG-13,"Comedy,Drama,Romance","pizza,crying,taxi,watching tv,sleeping on a couch",6600,2005-01-14,"Dennis Quaid,Topher Grace,Scarlett Johansson",Paul Weitz,https://m.media-amazon.com/images/M/MV5BMjgzMjZhZGItZjM3YS00MTRkLWI4OTgtMmJiMDdmYTIyZDdhXkEyXkFqcGc@._V1_.jpg
1937149,El cuerpo,A detective searches for the body of a femme fatale which has gone missing from a morgue.,74568,7.6,,"Crime,Drama,Mystery","morgue,car accident,vengeance,missing body,surprise ending",6720,2012-12-21,"Jose Coronado,Hugo Silva,Belén Rueda",Oriol Paulo,https://m.media-amazon.com/images/M/MV5BZWFmOGQ3MzMtOGFmYi00ZGEyLWI0NzEtMWY2MWVjNTUwMjc3XkEyXkFqcGc@._V1_.jpg
1798188,Kokuriko-zaka kara,A group of Yokohama teens look to save their school's clubhouse from the wrecking ball in preparations for the 1964 Tokyo Olympics.,54472,7.4,PG,"Animation,Comedy,Drama","1960s,studio ghibli,singing,five word title,tokyo 1964 summer olympics",5460,2011-07-16,"Sarah Bolger,Chris Noth,Anton Yelchin",Gorô Miyazaki,https://m.media-amazon.com/images/M/MV5BMWVjMWRhMzYtOGRmMi00ODExLTk2M2YtZDhjNGY5OWQ5NDY4XkEyXkFqcGc@._V1_.jpg
3808342,Saul fia,A Jewish-Hungarian concentration camp prisoner sets out to give a child he mistook for his son a proper burial.,52760,7.4,R,"Drama,War","jew,year 1944,holocaust,nazi concentration camp,rabbi",6420,2015-06-11,"Géza Röhrig,Levente Molnár,Urs Rechn",László Nemes,https://m.media-amazon.com/images/M/MV5BNTMwNTI0MDktNGJiYS00ZWQ0LTgyZDgtMzU2MjkzZTkxNDBhXkEyXkFqcGc@._V1_.jpg
0929425,Gomorra,"Scampia Vele is the Corbusian architecture which has become a stronghold for Mafia of Naples, Italy.",51826,7,Not Rated,"Crime,Drama","italy,unzipping pants,world trade center manhattan new york city,drive by shooting,watching tv",8220,2008-05-16,"Gianfelice Imparato,Salvatore Abbruzzese,Toni Servillo",Matteo Garrone,https://m.media-amazon.com/images/M/MV5BMTM2NDgzMDY4MF5BMl5BanBnXkFtZTcwMzUwMzg5MQ@@._V1_.jpg
1480055,Winter Is Coming,Lord Eddard Stark is concerned by news of a deserter from the Night's Watch; King Robert I Baratheon and the Lannisters arrive at Winterfell; the exiled Prince Viserys Targaryen forges a powerful new alliance.,59250,8.9,TV-MA,"Action,Adventure,Drama","brother brother relationship,king,deserter,body parts arranged in a pattern,beheaded with a sword",3720,2011-04-17,"Sean Bean,Mark Addy,Nikolaj Coster-Waldau",Timothy Van Patten,https://m.media-amazon.com/images/M/MV5BZDU5ZGEzODYtYWVlNC00NjYyLWJjOWYtYmNhZTc2MzUwYTliXkEyXkFqcGc@._V1_.jpg
3502248,Bosch,An L.A.P.D. homicide detective works to solve the murder of a 13-year-old boy while standing trial in federal court for the murder of a serial killer.,86596,8.5,TV-MA,"Crime,Drama","father daughter relationship,police detective,single father,jazz music,police",0,2014-02-06,"Titus Welliver,Jamie Hector,Amy Aquino",,https://m.media-amazon.com/images/M/MV5BNjhlNDQ5MzQtMzAxYy00MmYwLTgzYmItMzNhMzNiNzdhYzI2XkEyXkFqcGc@._V1_.jpg
0974959,Beta House,"Erik and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler.",68773,5.3,R,Comedy,"sex in bed,female nudity,female rear nudity,female full frontal nudity,bikini",5100,2007-12-21,"John White,Christopher McDonald,Jake Siegel",Andrew Waller,https://m.media-amazon.com/images/M/MV5BNTg5OThhZjctNTgwMy00ZTljLTkxM2YtYjM0YWJhZWJiNzM3XkEyXkFqcGc@._V1_.jpg
1866249,The Sessions,A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,44342,7.2,R,"Biography,Comedy,Drama","sex surrogate,first sexual experience,woman on top,sex in bed,female full frontal nudity",5700,2012-11-16,"John Hawkes,Helen Hunt,William H. Macy",Ben Lewin,https://m.media-amazon.com/images/M/MV5BMTQzNTU4NjMzNV5BMl5BanBnXkFtZTcwNDQzMTY1OA@@._V1_.jpg
8415836,Guillermo del Toro's Cabinet of Curiosities,"Bizarre nightmares unfold in eight tales of terror in a visually stunning, spine-tingling horror collection curated by Guillermo del Toro.",59328,7,C18,"Drama,Horror,Mystery","anthology,midnight,horrific,horrifying,sinister",0,2022-10-25,"Lize Johnston,Kevin Keppy,Rupert Grint",,https://m.media-amazon.com/images/M/MV5BYTI0MjQ0YTItYzBjMy00ZjkyLTg1YTYtMjkwODZjYmQzNjFiXkEyXkFqcGc@._V1_.jpg
0387764,Peep Show,Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.,68902,8.7,TV-MA,Comedy,"cynicism,immaturity,point of view,inner voice,gay relationship",0,2003-09-19,"David Mitchell,Robert Webb,Matt King",,https://m.media-amazon.com/images/M/MV5BNmQ0MGMwNjMtNmEyMC00OTA2LTg4YTEtNjBhNjNkYTgzMmZlXkEyXkFqcGc@._V1_.jpg
0402910,Chaos,"Two cops, a rookie and a grizzled vet, pursue an accomplished bank robber.",58728,6.4,R,"Action,Crime,Drama","chaos theory,power outage,investigation,exploding house,hanging upside down",6360,2005-12-15,"Jason Statham,Ryan Phillippe,Wesley Snipes",Tony Giglio,https://m.media-amazon.com/images/M/MV5BMTc3NDU0MTgyN15BMl5BanBnXkFtZTcwNjgwMzY4NA@@._V1_.jpg
8421350,Manifest,"When a commercial airliner suddenly reappears after being missing for five years, those aboard must reintegrate into society.",95477,7,TV-14,"Drama,Mystery,Sci-Fi","airplane,presumed dead,supernatural thriller,investigation,mysterious event",0,2018-09-24,"Melissa Roxburgh,Josh Dallas,J.R. Ramirez",,https://m.media-amazon.com/images/M/MV5BMTFlNjg0YjAtYzMwOC00Zjc0LTkwYjAtZmRiYzdjNjcyYjc2XkEyXkFqcGc@._V1_.jpg
0072856,Death Race 2000,"In a dystopian future, a cross country automobile race requires contestants to run down innocent pedestrians to gain points that are tallied based on each kill's brutality.",31864,6.2,R,"Action,Comedy,Sci-Fi","carsploitation,tyranny,dystopia,road racing,car racing",4800,1975-11-28,"David Carradine,Sylvester Stallone,Simone Griffeth",Paul Bartel,https://m.media-amazon.com/images/M/MV5BNzMzYjg0NTUtZDc5Yy00ZmEyLWIzNjctZmRkOWE1OTViZjRhXkEyXkFqcGc@._V1_.jpg
6436726,7500,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",34534,6.3,R,"Drama,Thriller","pilot,hijacking,terrorism,empathy,muslim",5580,2019-12-26,"Joseph Gordon-Levitt,Omid Memar,Aylin Tezel",Patrick Vollrath,https://m.media-amazon.com/images/M/MV5BNGM1MTljMmUtMmJhYi00Y2M0LThmYjYtNGExZmJkZjNjMWIxXkEyXkFqcGc@._V1_.jpg
0266452,Death to Smoochy,"A kids' show host, Rainbow Randolph, is fired in disgrace while his replacement, Sheldon Mopes, A.K.A. Smoochy the Rhino, finds himself a rising star. Unfortunately for Sheldon, the business of kids' television isn't all child's p...",43248,6.3,R,"Comedy,Crime,Drama","children's television show host,dark comedy,intimidation,goodness,riches to rags",6540,2002-03-29,"Robin Williams,Edward Norton,Catherine Keener",Danny DeVito,https://m.media-amazon.com/images/M/MV5BYjRjMWNmYjYtODdhNy00NzA5LTgyYmEtNGE4NTVlOGY2YzUwXkEyXkFqcGc@._V1_.jpg
0385700,Fainaru fantajî sebun adobento chirudoren,An ex-mercenary is forced out of isolation when three mysterious men kidnap and brainwash the city's children afflicted with the Geostigma disease.,58658,7.1,PG-13,"Animation,Action,Adventure","anime animation,based on video game,profanity,suspenders,white shirt",6060,2005-09-14,"Takahiro Sakurai,Ayumi Ito,Shôtarô Morikubo","Tetsuya Nomura,Takeshi Nozue",https://m.media-amazon.com/images/M/MV5BMzc3MDg5ZjQtYjZmOS00NWQzLWFjMjAtNzI0NDJhYWE0OWY0XkEyXkFqcGc@._V1_.jpg
9619798,The Wrong Missy,"Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",47121,5.8,C18,"Comedy,Romance","blind date,hawaii,texting wrong person,hypnotism,falling from height",5400,2020-05-13,"David Spade,Lauren Lapkus,Nick Swardson",Tyler Spindel,https://m.media-amazon.com/images/M/MV5BYzlhOGQ0YzEtNTgzOS00NGZjLWFkMmEtOGU1MWU0ZWEzOTZhXkEyXkFqcGc@._V1_.jpg
8291284,The Peripheral,"Set in the future when technology has subtly altered society, a woman discovers a secret connection to an alternate reality as well as a dark future of her own.",84846,7.6,TV-MA,"Drama,Mystery,Sci-Fi","the future,futuristic,secret,future,technology",0,2022-10-21,"Chloë Grace Moretz,Gary Carr,Jack Reynor",,https://m.media-amazon.com/images/M/MV5BODE1NmJiMzAtYmRmZi00ZjkzLWJhZjctNGU0YmFjZWI5NzZmXkEyXkFqcGc@._V1_.jpg
0457419,Mr. Magorium's Wonder Emporium,"The young apprentice of a magical, eccentric toy store owner learns to believe in herself, and in her friends, upon learning some grave news about the future.",48175,6.2,P,"Comedy,Family,Fantasy","toy,the future,kermit the frog character,genius,toymaker",5580,2007-11-16,"Natalie Portman,Dustin Hoffman,Jason Bateman",Zach Helm,https://m.media-amazon.com/images/M/MV5BNDYxYTI5M2MtMjk1MC00MTE4LTgyM2QtNWUzM2UwNGJhYzE1XkEyXkFqcGc@._V1_.jpg
0113987,Nixon,"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",33302,7.1,R,"Biography,Drama,History","american politics,political leader,year 1972,year 1973,alcoholic drink",11520,1996-01-05,"Anthony Hopkins,Joan Allen,Powers Boothe",Oliver Stone,https://m.media-amazon.com/images/M/MV5BNDk3YWU1NmEtMDBhMC00ZGYwLWFiNzQtMzkwMzg4YjA4MDY4XkEyXkFqcGc@._V1_.jpg
0033729,How Green Was My Valley,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",27301,7.7,Approved,"Drama,Family","coal miner,coal mine,based on novel,national film registry,coal",7080,1942-01-29,"Walter Pidgeon,Maureen O'Hara,Anna Lee",John Ford,https://m.media-amazon.com/images/M/MV5BNDU2NjRhMDEtMTkzOS00OWYwLWJiOGEtNmQwNjQzNmQ1NTc1XkEyXkFqcGc@._V1_.jpg
1656186,Stolen,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",46830,5.5,R,"Action,Crime,Thriller","presumed dead,money,teenage daughter,kidnapped daughter,father daughter relationship",5760,2012-09-28,"Nicolas Cage,Malin Akerman,Josh Lucas",Simon West,https://m.media-amazon.com/images/M/MV5BNzY0ODM1NzU0OV5BMl5BanBnXkFtZTcwNTExNjIyOA@@._V1_.jpg
0105477,Stop! Or My Mom Will Shoot,A tough police sergeant's overbearing mother comes to visit him and begins to meddle in his life and career.,45479,4.4,PG-13,"Action,Comedy","embarrassment,overprotective mother,shootout,tough cop,baby photograph",5220,1992-02-21,"Sylvester Stallone,Estelle Getty,JoBeth Williams",Roger Spottiswoode,https://m.media-amazon.com/images/M/MV5BOGVhYjA3NzUtNzA4MS00MGE1LTk0ZjMtZDU4ZTdlMzBhYWE4XkEyXkFqcGc@._V1_.jpg
0282209,Darkness Falls,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",34090,5,PG-13,"Fantasy,Horror,Mystery","tooth fairy,darkness,night terrors,fear of the dark,supernatural horror",5160,2003-01-24,"Chaney Kley,Emma Caulfield Ford,Antony Burrows",Jonathan Liebesman,https://m.media-amazon.com/images/M/MV5BODQ2MGVmZTgtOThjYi00M2Q0LTg5NWQtOWM4Y2U0YjJhZTBiXkEyXkFqcGc@._V1_.jpg
0814335,The Stepfather,"Michael Harding returns home from military school to find his mother, Susan, happily in love and living with her new boyfriend, David. As the two men get to know each other, he becomes more and more suspicious of the man who is al...",40035,5.6,PG-13,"Mystery,Thriller","bikini,thrown down stairs,father son relationship,family dinner,ex husband ex wife relationship",6060,2009-10-16,"Penn Badgley,Dylan Walsh,Sela Ward",Nelson McCormick,https://m.media-amazon.com/images/M/MV5BMTQ3ODU5OTUwMl5BMl5BanBnXkFtZTcwOTczNDU2Mg@@._V1_.jpg
0353049,Chappelle's Show,Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.,74523,8.8,TV-MA,"Comedy,Music","actor name in series title,actor plays himself,actor plays multiple roles,two word series title,absurd comedy",0,2003-01-22,"Dave Chappelle,Donnell Rawlings,Rudy Rush",,https://m.media-amazon.com/images/M/MV5BNzgxYTFlMjYtMWM0MC00ZjQzLWJjMjUtNDZhNGE0Yzg2YmRjXkEyXkFqcGc@._V1_.jpg
0091630,Night of the Creeps,"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",27124,6.7,R,"Comedy,Horror,Sci-Fi","alien,survival,zombie,prologue,slug",5280,1986-08-22,"Jason Lively,Tom Atkins,Steve Marshall",Fred Dekker,https://m.media-amazon.com/images/M/MV5BZmQ1YTM1YjYtOThlYy00NDAxLWJhNGItZDFmYTUyMzRmMTdkXkEyXkFqcGc@._V1_.jpg
0117038,Michael,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,45601,5.7,PG,"Comedy,Drama,Fantasy","reporter,angel,road trip,on the road,death",6300,1996-12-25,"John Travolta,Andie MacDowell,William Hurt",Nora Ephron,https://m.media-amazon.com/images/M/MV5BYjVkZGQ0MzgtNmQyNS00MzI3LWEzZjItNDdhMDk1NjQ3ZDcyXkEyXkFqcGc@._V1_.jpg
3390572,Haider,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",58754,8,Not Rated,"Crime,Drama,Thriller","kashmir,disappearance,doctor,shakespeare's hamlet,murder",9600,2014-10-02,"Shahid Kapoor,Tabu,Shraddha Kapoor",Vishal Bhardwaj,https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_.jpg
3387648,The Taking,"An elderly woman battling Alzheimer's disease agrees to let a film crew document her condition, but what they discover is something far more sinister going on.",43429,6,R,"Horror,Mystery,Thriller","fake documentary,found footage,alzheimer's disease,found footage horror,disease",5400,2014-12-12,"Jill Larson,Anne Ramsay,Michelle Ang",Adam Robitel,https://m.media-amazon.com/images/M/MV5BNjhhNTM1OGUtYTRkZC00Mzg4LWFiY2ItYTUwMDg3NDIxYjExXkEyXkFqcGc@._V1_.jpg
11909878,Hocus Pocus 2,Two young women accidentally bring back the Sanderson Sisters to modern day Salem and must figure out how to stop the child-hungry witches from wreaking havoc on the world.,55670,6,PG,"Comedy,Family,Fantasy","sequel,witch,spell,magic,curse",6180,2022-09-30,"Bette Midler,Sarah Jessica Parker,Kathy Najimy",Anne Fletcher,https://m.media-amazon.com/images/M/MV5BZjIwODI0NjktNDE5My00NjEzLThhOTQtYzVlNTNmN2QzOTNlXkEyXkFqcGc@._V1_.jpg
0190641,Gekijôban Poketto Monsutâ: Myûtsû no Gyakushû,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous.",47144,6.3,P,"Animation,Action,Adventure","battle,cloning,world domination,attempted genocide,genetic",5760,1998-07-18,"Veronica Taylor,Rachael Lillis,Eric Stuart",Kunihiko Yuyama,https://m.media-amazon.com/images/M/MV5BNDg0ZDk2N2QtZDQzYi00ZTljLWExODgtZWQ2Y2YzZTA1NjVjXkEyXkFqcGc@._V1_.jpg
3286052,February,"During winter break, two students stay in an all-girls boarding school in the company of a terrifying presence.",28740,5.9,R,"Horror,Mystery,Thriller","catholic schoolgirl,girls' boarding school,satanism,written by director,teenage girl",5580,2017-02-16,"Emma Roberts,Kiernan Shipka,Lucy Boynton",Osgood Perkins,https://m.media-amazon.com/images/M/MV5BMTY2NTQ3NTEzNF5BMl5BanBnXkFtZTgwMzA0MzY1OTE@._V1_.jpg
0093818,Radio Days,A nostalgic look at radio's golden age focusing on one ordinary family and the various performers in the medium.,36998,7.4,PG,Comedy,"1940s,radio,submarine,narrated by director,adultery",5280,1987-01-30,"Mia Farrow,Dianne Wiest,Mike Starr",Woody Allen,https://m.media-amazon.com/images/M/MV5BMTYwNDg1NDYzOF5BMl5BanBnXkFtZTcwMDIwMzg4NA@@._V1_.jpg
1626146,Hector and the Search for Happiness,A psychiatrist searches the globe to find the secret of happiness.,50975,6.9,R,"Adventure,Comedy,Drama","mysterious chinese woman,held at gunpoint,car theft,dance club,engraved pen",7200,2014-08-14,"Simon Pegg,Rosamund Pike,Tracy-Ann Oberman",Peter Chelsom,https://m.media-amazon.com/images/M/MV5BNTAzNTIyNDYzNV5BMl5BanBnXkFtZTgwNDg1NjYyMjE@._V1_.jpg
5523010,The Nutcracker and the Four Realms,A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,38281,5.6,P,"Adventure,Family,Fantasy","fairy tale,fairy,magical object,snow,horse",5940,2018-11-02,"Mackenzie Foy,Keira Knightley,Morgan Freeman","Lasse Hallström,Joe Johnston",https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_.jpg
4270492,Billions,"New money means no mercy as Mike Prince takes the Axe Capital throne. Chuck Rhoades is convinced no one should have that much wealth - or power. As all the players seek out new alliances, only one thing's for certain - wealth mean...",112206,8.3,TV-MA,Drama,"u.s. attorney,rivalry,money,female full frontal nudity,hedge fund",0,2016-01-01,"Paul Giamatti,Damian Lewis,Maggie Siff",,https://m.media-amazon.com/images/M/MV5BNTE3OWEyNTctZGZiNy00NGI0LThmNTYtMmRjMDE3ZGU5ZmIzXkEyXkFqcGc@._V1_.jpg
